Superorder,Order,Family,Species,Parity Mode,Trophic Mode,Vertebrate Reproductive Category,Reproductive Mode,Reference
Batoidea,Rajiformes,Arhynchobatidae,Pavoraja_alleni,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Pavoraja_nitida,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Psammobatis_lentiginosa,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Psammobatis_rudis,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja_albomaculata,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja_macloviana,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja_magellanica,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja_multispinis,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja_murrayi,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja_taranetzi,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Rioraja_agassizii,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Sympterygia_acuta,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Arhynchobatidae,Sympterygia_bonapartii,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Amblyraja_badia,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Amblyraja_doellojuradoi,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Amblyraja_hyperborea,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Amblyraja_jenseni,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Amblyraja_radiata,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Beringraja_binoculata,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Beringraja_pulchra,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dentiraja_lemprieri,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dipturus_australis,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dipturus_batis,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dipturus_cerva,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dipturus_confusus,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dipturus_gudgeri,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dipturus_healdi,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dipturus_innominatus,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dipturus_kwangtungensis,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dipturus_laevis,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dipturus_leptocaudus,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dipturus_macrocauda,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dipturus_oxyrinchus,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dipturus_pullopunctata,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dipturus_springeri,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dipturus_tengu,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Dipturus_trachydermus,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Hongeo_koreana,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Leucoraja_circularis,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Leucoraja_erinacea,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Leucoraja_fullonica,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Leucoraja_garmani,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Leucoraja_melitensis,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Leucoraja_naevus,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Leucoraja_ocellata,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Leucoraja_wallacei,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Malacoraja_kreffti,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Neoraja_caerulea,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Okamejei_acutispina,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Okamejei_boesemani,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Okamejei_cairae,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Okamejei_hollandi,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Okamejei_jensenae,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Okamejei_kenojei,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Okamejei_meerdervoortii,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Raja_asterias,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Raja_brachyura,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Raja_clavata,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Raja_inornata,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Raja_maderensis,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Raja_microocellata,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Raja_miraletus,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Raja_montagui,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Raja_radula,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Raja_rhina,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Raja_stellulata,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Raja_straeleni,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Raja_undulata,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Raja_velezi,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Rajella_barnardi,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Rajella_bathyphila,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Rajella_bigelowi,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Rajella_caudaspinosa,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Rajella_fyllae,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Rajella_kukujevi,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Rajella_leopardus,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Rostroraja_alba,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rajiformes,Rajidae,Zearaja_nasuta,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S8
Batoidea,Rhinopristiformes,Pristidae,Anoxypristis_cuspidata,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Pristidae,Pristis_clavata,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Pristidae,Pristis_pectinata,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Pristidae,Pristis_pristis,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Pristidae,Pristis_zijsron,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinidae,Rhina_ancylostoma,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Acroteriobatus_annulatus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Acroteriobatus_variegatus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Aptychotrema_rostrata,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Aptychotrema_vincentiana,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Glaucostegus_cemiculus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Glaucostegus_thouin,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Glaucostegus_typus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos_annandalei,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos_formosensis,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos_glaucostigma,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos_horkelii,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos_hynnicephalus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos_jimbaranensis,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos_lentiginosus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos_penggali,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos_percellens,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos_productus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S12
Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos_punctifer,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos_rhinobatos,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos_schlegelii,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Trygonorrhina_fasciata,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Zapteryx_brevirostris,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhinobatidae,Zapteryx_exasperata,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhynchobatidae,Rhynchobatus_australiae,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhynchobatidae,Rhynchobatus_djiddensis,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhynchobatidae,Rhynchobatus_laevis,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Rhynchobatidae,Rhynchobatus_palpebratus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Rhinopristiformes,Zanobatidae,Zanobatus_schoenleinii,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Narcinidae,Diplobatis_ommata,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Narcinidae,Narcine_brevilabiata,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Narcinidae,Narcine_brunnea,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Narcinidae,Narcine_entemedor,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Narcinidae,Narcine_lasti,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Narcinidae,Narcine_tasmaniensis,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Narcinidae,Narcine_timlei,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Narcinidae,Narcine_westraliensis,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Narkidae,Typhlonarke_aysoni,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Torpedinidae,Torpedo_californica,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Torpedinidae,Torpedo_fuscomaculata,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Torpedinidae,Torpedo_mackayana,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Torpedinidae,Torpedo_macneilli,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Torpedinidae,Torpedo_marmorata,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Torpedinidae,Torpedo_nobiliana,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Torpedinidae,Torpedo_sinuspersici,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Torpedinidae,Torpedo_tokionis,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Torpedinidae,Torpedo_torpedo,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Platyrhinidae,Platyrhina_sinensis,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Batoidea,Torpediniformes,Platyrhinidae,Platyrhinoidis_triseriata,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S8
Holocephali,Chimaeriformes,Callorhinchidae,Callorhinchus_callorynchus,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S3
Holocephali,Chimaeriformes,Callorhinchidae,Callorhinchus_capensis,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S3
Holocephali,Chimaeriformes,Callorhinchidae,Callorhinchus_milii,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S7
Holocephali,Chimaeriformes,Chimaeridae,Chimaera_fulva,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S7
Holocephali,Chimaeriformes,Chimaeridae,Chimaera_lignaria,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S7
Holocephali,Chimaeriformes,Chimaeridae,Chimaera_monstrosa,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S3
Holocephali,Chimaeriformes,Chimaeridae,Chimaera_opalescens,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S3
Holocephali,Chimaeriformes,Chimaeridae,Chimaera_panthera,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S3
Holocephali,Chimaeriformes,Chimaeridae,Chimaera_phantasma,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S3
Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus_affinis,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S3
Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus_africanus,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S3
Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus_barbouri,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S3
Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus_bemisi,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S3
Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus_colliei,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S3
Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus_lemures,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S7
Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus_melanophasma,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S3
Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus_mirabilis,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S3
Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus_mitsukurii,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S3
Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus_novaezealandiae,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S3
Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus_ogilbyi,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S7
Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus_trolli,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S7
Holocephali,Chimaeriformes,Rhinochimaeridae,Harriotta_raleighana,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S7
Holocephali,Chimaeriformes,Rhinochimaeridae,Neoharriotta_pinnata,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S3
Holocephali,Chimaeriformes,Rhinochimaeridae,Rhinochimaera_africana,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S7
Holocephali,Chimaeriformes,Rhinochimaeridae,Rhinochimaera_pacifica,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S7
Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus_acronotus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Placental,S4
Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus_albimarginatus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Placental,S4
Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus_altimus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Placental,S4
Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus_amblyrhynchoides,Viviparity,Matrotrophic,Matrotrophic Viviparity,Placental,S4
Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus_amblyrhynchos,Viviparity,Matrotrophic,Matrotrophic Viviparity,Placental,S4
Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus_borneensis,Viviparity,Matrotrophic,Matrotrophic Viviparity,Placental,S4
Galeomorphs,Carcharhiniformes,Carcharhinidae,Carcharhinus_brachyurus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Placental,S4
