Superorder,Order,Family,Species,Parity Mode,Trophic Mode,Vertebrate Reproductive Category,Reproductive Mode,Reference
Galeomorphs,Lamniformes,Lamnidae,Lamna_ditropis,Viviparity,Matrotrophic,Matrotrophic Viviparity,Oophagy,S4
Galeomorphs,Lamniformes,Lamnidae,Lamna_nasus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Oophagy,S4
Galeomorphs,Lamniformes,Megachasmidae,Megachasma_pelagios,Viviparity,Matrotrophic,Matrotrophic Viviparity,Oophagy,S4
Galeomorphs,Lamniformes,Mitsukurinidae,Mitsukurina_owstoni,Viviparity,Matrotrophic,Matrotrophic Viviparity,Oophagy,S4
Galeomorphs,Lamniformes,Odontaspididae,Carcharias_taurus,Viviparity,Matrotrophic,Matrotrophic Viviparity,"Oophagy, Adelphophagy",S4
Galeomorphs,Lamniformes,Odontaspididae,Odontaspis_noronhai,Viviparity,Matrotrophic,Matrotrophic Viviparity,Oophagy,S4
Galeomorphs,Lamniformes,Pseudocarchariidae,Pseudocarcharias_kamoharai,Viviparity,Matrotrophic,Matrotrophic Viviparity,Oophagy,S4
Galeomorphs,Orectolobiformes,Brachaeluridae,Brachaelurus_colcloughi,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Galeomorphs,Orectolobiformes,Brachaeluridae,Brachaelurus_waddi,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Galeomorphs,Orectolobiformes,Ginglymostomatidae,Ginglymostoma_cirratum,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Galeomorphs,Orectolobiformes,Ginglymostomatidae,Nebrius_ferrugineus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Oophagy,S4
Galeomorphs,Orectolobiformes,Ginglymostomatidae,Pseudoginglymostoma_brevicaudatum,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S4
Galeomorphs,Orectolobiformes,Hemiscylliidae,Chiloscyllium_griseum,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S4
Galeomorphs,Orectolobiformes,Hemiscylliidae,Chiloscyllium_hasseltii,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S4
Galeomorphs,Orectolobiformes,Hemiscylliidae,Chiloscyllium_indicum,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S4
Galeomorphs,Orectolobiformes,Hemiscylliidae,Chiloscyllium_plagiosum,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S4
Galeomorphs,Orectolobiformes,Hemiscylliidae,Chiloscyllium_punctatum,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S4
Galeomorphs,Orectolobiformes,Hemiscylliidae,Hemiscyllium_ocellatum,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S4
Galeomorphs,Orectolobiformes,Orectolobidae,Eucrossorhinus_dasypogon,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus_floridus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus_hutchinsi,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus_japonicus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus_maculatus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus_ornatus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus_parvimaculatus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Galeomorphs,Orectolobiformes,Orectolobidae,Sutorectus_tentaculatus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Galeomorphs,Orectolobiformes,Parascyllidae,Parascyllium_collare,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S4
Galeomorphs,Orectolobiformes,Rhincodontidae,Rhincodon_typus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Galeomorphs,Orectolobiformes,Stegostomatidae,Stegostoma_fasciatum,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,Egg-Laying,S4
Squalimorphs,Hexanchiformes,Chlamydoselachidae,Chlamydoselachus_anguineus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Mucoid Histotrophy,S13
Squalimorphs,Hexanchiformes,Hexanchidae,Heptranchias_perlo,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Hexanchiformes,Hexanchidae,Hexanchus_griseus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Hexanchiformes,Hexanchidae,Notorynchus_cepedianus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Pristiophoriformes,Pristiophoridae,Pliotrema_warreni,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Pristiophoriformes,Pristiophoridae,Pristiophorus_cirratus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Pristiophoriformes,Pristiophoridae,Pristiophorus_japonicus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Pristiophoriformes,Pristiophoridae,Pristiophorus_nudipinnis,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Centrophoridae,Centrophorus_atromarginatus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Centrophoridae,Centrophorus_granulosus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Mucoid Histotrophy,S2
Squalimorphs,Squaliformes,Centrophoridae,Centrophorus_harrissoni,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Centrophoridae,Centrophorus_isodon,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Centrophoridae,Centrophorus_moluccensis,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Centrophoridae,Centrophorus_squamosus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Centrophoridae,Centrophorus_zeehaani,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Centrophoridae,Deania_calcea,Viviparity,Matrotrophic,Matrotrophic Viviparity,Mucoid Histotrophy,S10
Squalimorphs,Squaliformes,Centrophoridae,Deania_hystricosa,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Centrophoridae,Deania_profundorum,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Centrophoridae,Deania_quadrispinosa,Viviparity,Matrotrophic,Matrotrophic Viviparity,Mucoid Histotrophy,S7
Squalimorphs,Squaliformes,Dalatiidae,Dalatias_licha,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Dalatiidae,Euprotomicrus_bispinatus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Dalatiidae,Isistius_brasiliensis,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Dalatiidae,Squaliolus_aliae,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Dalatiidae,Squaliolus_laticaudus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Echinorhinidae,Echinorhinus_brucus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Echinorhinidae,Echinorhinus_cookei,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Aculeola_nigra,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Centroscyllium_fabricii,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Centroscyllium_granulatum,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Centroscyllium_nigrum,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Centroscyllium_ritteri,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_bigelowi,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_brachyurus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_dianthus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_dislineatus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_fusus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_gracilispinis,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_granulosus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_lucifer,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_molleri,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_polli,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_princeps,Viviparity,Matrotrophic,Matrotrophic Viviparity,Mucoid Histotrophy,S2
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_pseudosqualiolus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_pusillus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_schultzi,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_sentosus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_sheikoi,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_spinax,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_splendidus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_unicolor,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Etmopterus_virens,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Etmopteridae,Trigonognathus_kabeyai,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Oxynotidae,Oxynotus_bruniensis,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Oxynotidae,Oxynotus_centrina,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Oxynotidae,Oxynotus_paradoxus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Somniosidae,Centroscymnus_coelolepis,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Somniosidae,Centroscymnus_owstonii,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Somniosidae,Centroselachus_crepidater,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Somniosidae,Proscymnodon_plunketi,Viviparity,Matrotrophic,Matrotrophic Viviparity,Mucoid Histotrophy,S4
Squalimorphs,Squaliformes,Somniosidae,Scymnodon_ringens,Viviparity,Matrotrophic,Matrotrophic Viviparity,Mucoid Histotrophy,S4
Squalimorphs,Squaliformes,Somniosidae,Somniosus_antarcticus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Mucoid Histotrophy,S4
Squalimorphs,Squaliformes,Somniosidae,Somniosus_microcephalus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Mucoid Histotrophy,S4
Squalimorphs,Squaliformes,Somniosidae,Somniosus_pacificus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Mucoid Histotrophy,S4
Squalimorphs,Squaliformes,Somniosidae,Somniosus_rostratus,Viviparity,Matrotrophic,Matrotrophic Viviparity,Mucoid Histotrophy,S4
Squalimorphs,Squaliformes,Somniosidae,Zameus_squamulosus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Squalidae,Cirrhigaleus_asper,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Squalidae,Cirrhigaleus_australis,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Squalidae,Cirrhigaleus_barbifer,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Squalidae,Squalus_acanthias,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Squalidae,Squalus_brevirostris,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Squalidae,Squalus_chloroculus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Squalidae,Squalus_crassispinus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Squalidae,Squalus_cubensis,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Squalidae,Squalus_edmundsi,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Squalidae,Squalus_grahami,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Squalidae,Squalus_hemipinnis,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Squalidae,Squalus_japonicus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Squalidae,Squalus_megalops,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Squalidae,Squalus_mitsukurii,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Squalidae,Squalus_montalbani,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Squalidae,Squalus_nasutus,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squaliformes,Squalidae,Squalus_suckleyi,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squatiniformes,Squatinidae,Squatina_aculeata,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squatiniformes,Squatinidae,Squatina_africana,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squatiniformes,Squatinidae,Squatina_albipunctata,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squatiniformes,Squatinidae,Squatina_armata,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squatiniformes,Squatinidae,Squatina_australis,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squatiniformes,Squatinidae,Squatina_californica,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squatiniformes,Squatinidae,Squatina_dumeril,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squatiniformes,Squatinidae,Squatina_formosa,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squatiniformes,Squatinidae,Squatina_guggenheim,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squatiniformes,Squatinidae,Squatina_japonica,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squatiniformes,Squatinidae,Squatina_legnota,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squatiniformes,Squatinidae,Squatina_nebulosa,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squatiniformes,Squatinidae,Squatina_occulta,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squatiniformes,Squatinidae,Squatina_pseudocellata,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squatiniformes,Squatinidae,Squatina_squatina,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squatiniformes,Squatinidae,Squatina_tergocellata,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
Squalimorphs,Squatiniformes,Squatinidae,Squatina_tergocellatoides,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,Yolk-sac Live-bearing,S4
,,,,,,,,
,,,,,,,,
Supplemental References,,,,,,,,
S1,"Akhilesh, K.V., Purushottama, G.B., Thakurdas, and Kizhakudan, S.J. (2017). Biological observations on the broadfin shark Lamiopsis temminckii (Carcharhiniformes: Carcharhinidae). J. Fish Biol. 91, 17211729. 10.1111/jfb.13474.",,,,,,,
S2,"Cotton, C.F., Dean Grubbs, R., Dyb, J.E., Fossen, I., and Musick, J. a. (2015). Reproduction and embryonic development in two species of squaliform sharks, Centrophorus granulosus and Etmopterus princeps: Evidence of matrotrophy? Deep Sea Res. Part II Top. Stud. Oceanogr. 115, 4154. 10.1016/j.dsr2.2014.10.009.",,,,,,,
S3,"Dulvy, N.K., and Reynolds, J.D. (1997). Evolutionary transitions among egg-laying, live-bearing and maternal inputs in sharks and rays. Proc. R. Soc. B Biol. Sci. 264, 13091315. 10.1098/rspb.1997.0181.",,,,,,,
S4,"Ebert, D.A., Fowler, S.L., and Compagno, L.J.V. (2013). Sharks of the world: a fully illustrated guide (Wild Nature Press).",,,,,,,
S5,"Francis, M.P. (1980). Francis & Mace (1980) Reproductive biology of Mustelus lenticulatus.pdf. 14, 303311.",,,,,,,
S6,"Kyne, P.M., and Simpfendorfer, C.A. (2007). A collation and summarization of available data on deepwater Chondrichthyans: biodiversity, life history, and fisheries. Biodivers. Life Hist. Fish. IUCN SSC Shark Spec. Group Mar. Conserv. Biol. Inst., 1137.",,,,,,,
S7,"Last, P.R., and Stevens, J.D.(2009) Sharks and rays of Australia Second. (CSIRO Publishing).",,,,,,,
S8,"Last, P.R., White, W.T., Carvalho, M.R. de, Sret, B., Stehmann, M.F.W., and Naylor, G.J.P. (2016). Rays of the World (CSIOR Publishing).",,,,,,,
S9,"Orlando, L., Pereyra, I., Silveira, S., Paesch, L., Oddone, M.C., and Norbis, W. (2015). Determination of limited histotrophy as the reproductive mode in Mustelus schmitti Springer, 1939 (Chondrichthyes: Triakidae): Analysis of intrauterine growth of embryos. Neotropical Ichthyol. 13, 699706. 10.1590/1982-0224-20150001.",,,,,,,
S10,"Paiva, R.B., Neves, A., Sequeira, V., Nunes, M.L., Gordo, L.S., and Bandarra, N. (2012). Reproductive strategy of the female deep-water shark birdbeak dogfish, Deania calcea: lecithotrophy or matrotrophy? J. Mar. Biol. Assoc. U. K. 92, 387394. 10.1017/S0025315411001743.",,,,,,,
S11,"Prez-Jimnez, J.C., and Sosa-Nishizaki, O. (2010). Determining reproductive parameters for population assessments of two smoothhounds (Mustelus californicus and Mustelus lunulatus) from the northern Gulf of California, Mexico. Bull. Mar. Sci. 86, 313.",,,,,,,
S12,"Romo-Curiel, A.E., Sosa-Nishizaki, O., Prez-Jimnez, J.C., and Rodrguez-Medrano, M.C. (2017). Reproductive cycle and maternalembryonic nutritional relationship of shovelnose guitarfish Pseudobatos productus in the Gulf of California. J. Fish Biol. 90, 889905. 10.1111/jfb.13204.",,,,,,,
S13,"Tanaka, S., Shiobara, Y., Hioki, S., Abe, H., Nishi, G., Yano, K., and Suzuki, K. (1990). The reproductive biology of the frilled shark, Chlamydoselachus anguineus, from Suruga Bay, Japan. Jpn. J. Ichthyol. 37, 273291. 10.11369/jji1950.37.273.",,,,,,,
,,,,,,,,
